fecha,real_log,real_nivel,real_dlog,pred_log_ingenuo,pred_dlog_exp,pred_log_exp,pred_dlog_des,pred_log_des,regimen
2023-01-01,6.214327385692727,499.8596633333334,-0.04542802117825939,6.259755406870986,0.0420040600001812,6.301759466871167,0.04123630374670029,6.300991710617686,medio
2023-01-02,6.236192196779618,510.9093599999998,0.021864811086891756,6.214327385692727,0.054416757076978683,6.268744142769705,0.02990061417222023,6.244227999864947,medio
2023-01-03,6.274938107432771,531.0935100000002,0.03874591065315247,6.236192196779618,0.028132785111665726,6.264324981891284,0.019799431785941124,6.2559916285655595,medio
2023-01-04,6.322004639971895,556.6878333333333,0.04706653253912396,6.274938107432771,0.015143433585762978,6.290081541018534,0.017098262906074524,6.292036370338845,medio
2023-01-05,6.329673405880049,560.9733533333335,0.007668765908154462,6.322004639971895,-0.015528024174273014,6.306476615797622,-0.005396397318691015,6.316608242653204,medio
2023-01-06,6.266683580654389,526.7276283333335,-0.06298982522566021,6.329673405880049,-0.004118900280445814,6.325554505599603,-0.006717591546475887,6.322955814333573,medio
2023-01-07,6.2210993644939325,503.2561899999999,-0.04558421616045649,6.266683580654389,-0.03951404616236687,6.227169534492022,-0.01862824149429798,6.248055339160091,medio
2023-01-08,6.030399414122686,415.881105,-0.1906999503712461,6.2210993644939325,-0.04226816073060036,6.178831203763332,-0.025735627859830856,6.195363736634102,medio
2023-01-09,6.070014988059017,432.68716666666666,0.03961557393633086,6.030399414122686,0.05591602623462677,6.086315440357313,0.0763992890715599,6.106798703194246,medio
2023-01-10,5.9455377919672125,382.0447666666666,-0.12447719609180474,6.070014988059017,0.032210540026426315,6.102225528085444,0.018544869497418404,6.088559857556436,medio
2023-01-11,6.084404389578046,438.9582866666669,0.13886659761083386,5.9455377919672125,0.0014560589333996177,5.946993850900612,0.01485811360180378,5.960395905569016,medio
2023-01-12,5.743182963315564,312.0560949999999,-0.3412214262624822,6.084404389578046,-0.08203102648258209,6.002373363095464,-0.05011045187711716,6.034293937700929,medio
2023-01-13,5.547580946981099,256.6160366666666,-0.1956020163344654,5.743182963315564,0.011957347393035889,5.7551403107086,0.01427215151488781,5.757455114830452,bajo
2023-01-14,5.521836167447313,250.09383,-0.02574477953378551,5.547580946981099,-0.03276662155985832,5.5148143254212405,0.005130684468895197,5.552711631449994,bajo
2023-01-15,5.361790570436638,213.10618666666662,-0.1600455970106749,5.521836167447313,-0.025897081941366196,5.495939085505947,-0.037203457206487656,5.484632710240826,bajo
2023-01-16,5.322370473885498,204.8689433333333,-0.039420096551140205,5.361790570436638,0.13145779073238373,5.493248361169022,0.13644790649414062,5.498238476930779,bajo
2023-01-17,5.376245062236653,216.20889833333334,0.053874588351154884,5.322370473885498,0.021722987294197083,5.344093461179695,0.03806759789586067,5.360438071781359,bajo
2023-01-18,5.523833540964683,250.59386000000015,0.1475884787280295,5.376245062236653,0.01311037689447403,5.389355439131127,0.05506684631109238,5.4313119085477455,bajo
2023-01-19,5.463124584665252,235.83315500000012,-0.06070895629943074,5.523833540964683,-0.026540890336036682,5.497292650628646,-0.06507633626461029,5.458757204700072,bajo
2023-01-20,5.495080466840303,243.49111833333328,0.03195588217505119,5.463124584665252,-0.010219940915703773,5.452904643749548,-1.570849599374924e-05,5.463108876169258,bajo
2023-01-21,5.313361533445036,203.03157999999993,-0.1817189333952669,5.495080466840303,-0.008065437898039818,5.487015028942263,-0.008507593534886837,5.486572873305416,bajo
2023-01-22,5.273025771895388,195.00511166666664,-0.04033576154964802,5.313361533445036,0.015400355681777,5.328761889126813,0.03498205542564392,5.34834358887068,bajo
2023-01-23,5.4970991518694365,243.9831466666667,0.22407337997404841,5.273025771895388,0.10534969717264175,5.37837546906803,0.09090724587440491,5.363933017769793,bajo
2023-01-24,5.525441909854494,250.99723166666658,0.028342757985057254,5.4970991518694365,0.02583148516714573,5.522930637036582,0.007601727731525898,5.504700879600962,bajo
2023-01-25,5.627545157568633,277.97888499999993,0.10210324771413948,5.525441909854494,0.04070723429322243,5.566149144147716,0.04464789479970932,5.570089804654203,medio
2023-01-26,5.855080742602878,349.0030783333334,0.22753558503424465,5.627545157568633,0.038528721779584885,5.666073879348218,0.037402812391519547,5.664947969960153,medio
2023-01-27,5.92975763983187,376.06336000000005,0.07467689722899173,5.855080742602878,0.041385870426893234,5.896466613029771,0.03968401253223419,5.894764755135112,medio
2023-01-28,5.982570848488973,396.45829333333353,0.052813208657103594,5.92975763983187,0.038359783589839935,5.96811742342171,0.03640131652355194,5.966158956355422,medio
2023-01-29,6.115773649002133,452.94633333333354,0.13320280051315958,5.982570848488973,0.016428401693701744,5.998999250182675,0.007610488682985306,5.9901813371719586,medio
2023-01-30,6.343691089898387,568.8922733333333,0.22791744089625432,6.115773649002133,0.08271573483943939,6.198489383841572,0.08754704147577286,6.203320690477906,alto
2023-01-31,6.514882271554641,675.1144766666665,0.1711911816562539,6.343691089898387,0.04052221402525902,6.384213303923646,0.056224897503852844,6.39991598740224,alto
2023-02-01,6.645032042758661,768.954686666667,0.13014977120402005,6.514882271554641,0.0470963791012764,6.5619786506559175,0.0897795632481575,6.604661834802799,alto
2023-02-02,6.581972018830088,721.9616483333333,-0.06306002392857302,6.645032042758661,0.04489033669233322,6.689922379450994,0.0961669534444809,6.741198996203142,alto
2023-02-03,6.6778847983611325,794.6365166666669,0.09591277953104438,6.581972018830088,0.025833796709775925,6.607805815539864,0.03338354825973511,6.615355567089823,alto
2023-02-04,6.68458136887377,799.9757133333333,0.006696570512637834,6.6778847983611325,0.036149170249700546,6.714033968610833,0.03845948725938797,6.71634428562052,alto
2023-02-05,6.609291139502755,741.9568883333332,-0.07529022937101537,6.68458136887377,0.004059223458170891,6.688640592331941,0.005203575827181339,6.689784944700952,alto
2023-02-06,6.341284413600499,567.5247800000001,-0.26800672590225627,6.609291139502755,0.09297159314155579,6.702262732644311,0.09537189453840256,6.7046630340411575,alto
2023-02-07,6.525632799475137,682.4114666666669,0.18434838587463798,6.341284413600499,0.046940725296735764,6.388225138897234,0.05711763724684715,6.398402050847346,alto
2023-02-08,6.431927677955073,621.3705966666665,-0.09370512152006327,6.525632799475137,-0.002566924085840583,6.523065875389296,0.027094468474388123,6.552727267949525,alto
2023-02-09,6.338003650696057,565.6659166666665,-0.09392402725901672,6.431927677955073,-0.010801096446812153,6.421126581508261,-0.015211446210741997,6.416716231744331,alto
2023-02-10,6.322486299049716,556.9560316666667,-0.015517351646340494,6.338003650696057,-0.013940219767391682,6.324063430928665,-0.018710197880864143,6.3192934528151925,medio
2023-02-11,6.408702224673604,607.105283333333,0.08621592562388791,6.322486299049716,-0.017418069764971733,6.305068229284744,-0.028569165617227554,6.293917133432489,alto
2023-02-12,6.353165216737518,574.3076433333335,-0.055537007936085736,6.408702224673604,-0.02441226877272129,6.384289955900883,-0.0061791520565748215,6.402523072617029,alto
2023-02-13,6.350606631817221,572.840106666667,-0.0025585849202975908,6.353165216737518,0.03270270302891731,6.385867919766436,0.015740923583507538,6.368906140321026,alto
2023-02-14,6.33316664958497,562.9363966666666,-0.017439982232250628,6.350606631817221,-0.0033833375200629234,6.347223294297158,0.01592433638870716,6.366530968205928,alto
2023-02-15,6.3060235581866975,547.8620699999999,-0.027143091398272645,6.33316664958497,0.00892449077218771,6.342091140357158,0.009923678822815418,6.3430903284077855,medio
2023-02-16,6.239230097137349,512.4638116666669,-0.06679346104934858,6.3060235581866975,-0.01117794681340456,6.294845611373293,-0.007777945604175329,6.298245612582522,medio
2023-02-17,6.207048251318017,496.23432833333345,-0.03218184581933148,6.239230097137349,0.006635906640440226,6.245866003777789,0.006893439218401909,6.246123536355751,medio
2023-02-18,6.061459988076376,429.0013166666666,-0.14558826324164098,6.207048251318017,-0.007986489683389664,6.199061761634628,-0.009925100952386856,6.1971231503656306,medio
2023-02-19,6.037790009727755,418.9660999999999,-0.023669978348621612,6.061459988076376,-0.023304909467697144,6.038155078608679,-0.03327037766575813,6.028189610410618,medio
2023-02-20,6.023569340997382,413.05028500000003,-0.014220668730373198,6.037790009727755,0.04752245545387268,6.0853124651816275,0.048574820160865784,6.086364829888621,medio
2023-02-21,6.049225598307037,423.78472333333343,0.02565625730965504,6.023569340997382,0.016793888062238693,6.04036322905962,0.0043067000806331635,6.027876041078015,medio
2023-02-22,5.862441680550494,351.58154666666655,-0.1867839177565429,6.049225598307037,0.019205324351787567,6.068430922658824,0.02529820241034031,6.074523800717377,medio
2023-02-23,5.9215915205410194,373.00488666666683,0.0591498399905257,5.862441680550494,0.008742421865463257,5.871184102415957,0.015305554494261742,5.8777472350447555,medio
2023-02-24,5.815364039398414,335.41347999999994,-0.10622748114260538,5.9215915205410194,0.018744109198451042,5.9403356297394705,0.015356039628386497,5.936947560169406,medio
2023-02-25,5.700477173718051,299.01004666666677,-0.11488686568036321,5.815364039398414,0.000398698408389464,5.8157627378068035,0.005175488069653511,5.820539527468068,medio
2023-02-26,5.753982311436822,315.4443600000002,0.05350513771877097,5.700477173718051,0.015848860144615173,5.716326033862666,0.015205197967588902,5.71568237168564,medio
2023-02-27,5.76642101488931,319.3925833333332,0.012438703452487765,5.753982311436822,0.09178556501865387,5.845767876455476,0.06580180674791336,5.819784118184735,medio
2023-02-28,5.922633104554965,373.3936049999999,0.15621208966565536,5.76642101488931,0.030866624787449837,5.797287639676759,0.03451196104288101,5.800932975932191,medio
2023-03-01,5.925163611607968,374.3396766666667,0.0025305070530032836,5.922633104554965,0.032175030559301376,5.954808135114266,0.04501374438405037,5.967646848939015,medio
2023-03-02,6.022115099451762,412.45004666666676,0.0969514878437936,5.925163611607968,0.03739134594798088,5.962554957555949,0.04625142365694046,5.971415035264909,medio
2023-03-03,6.076523261252907,435.5123966666668,0.05440816180114538,6.022115099451762,0.02037687599658966,6.0424919754483515,0.024316826835274696,6.0464319262870365,medio
2023-03-04,6.109201077979331,449.97907333333336,0.03267781672642389,6.076523261252907,0.028648272156715393,6.105171533409623,0.022094639018177986,6.098617900271085,medio
2023-03-05,6.1394422777131625,463.7948300000001,0.030241199733831436,6.109201077979331,0.014250592328608036,6.123451670307939,0.01108959224075079,6.120290670220082,medio
2023-03-06,6.218349968884713,501.87444000000005,0.07890769117155028,6.1394422777131625,0.028098752722144127,6.167541030435307,0.024119751527905464,6.163562029241068,medio
2023-03-07,6.1898471814991325,487.77155999999985,-0.02850278738558032,6.218349968884713,-0.02947116829454899,6.188878800590164,0.005168687552213669,6.2235186564369265,medio
2023-03-08,6.154095248275738,470.6408366666667,-0.03575193322339487,6.1898471814991325,-0.02559622749686241,6.16425095400227,-0.00972693506628275,6.18012024643285,medio
2023-03-09,6.066994437321184,431.382185,-0.08710081095455369,6.154095248275738,-0.037617605179548264,6.116477643096189,-0.022347841411828995,6.131747406863909,medio
